## 그래프
WF																													THD																													R&B

## SET GRAPH(전체)
〔bg=#FFF2CC,b〕WF																													〔bg=#FFF2CC,b〕THD																													〔bg=#FFF2CC,b〕R&B

## SET MASK
〔bg=#E2EFDA〕WF Mask							〔bg=#E2EFDA〕THD Mask			〔bg=#E2EFDA〕RnB Crest Mask			〔bg=#E2EFDA〕FFT MASK										〔bg=#E2EFDA〕MIC MASK				〔bg=#E2EFDA〕LOOP MASK		
	REF	UP	LOW	UP	LOW			Mask			Mask			Mask			REF	UP	LOW	+	-			UP	LOW			UP	LOW
252.659755034078	129.822046120827	131.822046120827	127.822046120826	2	-2											9610.98530326371	107.166228634177		102.166228634177	5	-5								
256.201831315565	129.706544989065	131.706544989065	127.706544989065	2	-2											9628.65359216965	107.440106316663		102.440106316663	5	-5								
259.793564513651	129.590074798002	131.590074798002	127.590074798002	2	-2											9646.3543614533	107.712159499262		102.712159499262	5	-5								
263.435650776351	129.472370351734	131.472370351734	127.472370351734	2	-2											9664.08767082475	107.981738665977		102.981738665977	5	-5								
267.128796011084	129.352828156411	131.352828156411	127.352828156411	2	-2											9681.85358010384	108.248162525986		103.248162525986	5	-5								
270.873716021496	129.230983821976	131.230983821976	127.230983821976	2	-2											9699.65214922038	108.510725104606		103.510725104606	5	-5								
274.671136646195	129.1068156049	131.1068156049	127.1068156049	2	-2											9717.48343821438	108.768704090019		103.768704090019	5	-5								
278.521793899434	128.980509084558	130.980509084558	126.980509084558	2	-2											9735.34750723618	109.021370249908		104.021370249908	5	-5								
282.426434113762	128.85188139643	130.85188139643	126.85188139643	2	-2											9753.24441654673	109.26799768013		104.26799768013	5	-5								
286.38581408468	128.720351877104	130.720351877104	126.720351877104	2	-2											9771.17422651775	109.507874563777		104.507874563777	5	-5								
290.400701217325	128.585797600363	130.585797600363	126.585797600363	2	-2											9789.13699763194	109.740314019405		104.740314019405	5	-5								
294.471873675204	128.448919747122	130.448919747122	126.448919747122	2	-2											9807.13279048319	109.964664573469		104.964664573469	5	-5								
298.600120531016	128.310212922139	130.310212922139	126.310212922139	2	-2											9825.16166577679	110.180319852341		105.180319852341	5	-5								
302.786241919598	128.169746682556	130.169746682556	126.169746682556	2	-2											9843.22368432961	110.386727206272		105.386727206272	5	-5								
307.031049192997	128.028209557469	130.028209557469	126.028209557469	2	-2											9861.31890707035	110.583395061136		105.583395061136	5	-5								
311.335365077732	127.886089060051	129.886089060051	125.886089060051	2	-2											9879.44739503969	110.769898798462		105.769898798462	5	-5								
